"Job Title","Rating","Job Location","Size","Type of ownership","Industry","Sector","Competitors","Hourly","Lower Salary","Upper Salary","Avg Salary(K)","Age","Python","excel","sql","sas","aws","tableau","job_title_sim","Degree"
"Data Engineer",3.9,"MA","51 - 200","Company - Private","Internet","Information Technology","-1",0,59,110,84.5,16,1,0,1,0,0,0,"data engineer","na"
"BI & Platform Analytics Manager",3.4,"NJ","1001 - 5000","Company - Public","Consumer Products Manufacturing","Manufacturing","-1",0,85,134,109.5,175,1,1,0,0,0,1,"Data scientist project manager","M"
"Lead Data Scientist",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,124,204,164,170,1,0,1,0,1,0,"data scientist","P"
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"CA","10000+","Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,131,207,169,45,1,1,1,0,0,0,"data scientist","P"
"Senior Data Scientist",3.8,"CA","5001 - 10000","Company - Public","Telecommunications Services","Telecommunications","-1",0,110,174,142,25,1,1,0,0,1,0,"data scientist","P"
"Pricipal Scientist Molecular and cellular biologist",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,52,101,76.5,240,0,1,0,0,0,0,"other scientist","P"
"Data Scientist (Actuary, FSA or ASA)",3.8,"MD","501 - 1000","Company - Private","Insurance Carriers","Insurance","-1",0,81,133,107,40,1,1,1,0,0,1,"data scientist","M"
"Staff Data Scientist",3.5,"CA","10000+","Company - Public","Computer Hardware & Software","Information Technology","Seagate Technology, Toshiba",0,132,211,171.5,51,1,0,1,0,1,0,"data scientist","M"
"Senior Data Scientist / Machine Learning",3.9,"TX","201 - 500","Company - Private","Insurance Agencies & Brokerages","Insurance","-1",0,73,119,96,8,0,1,0,0,0,0,"data scientist","P"
"Data Scientist - Health Data Analytics",4.2,"CA","51 - 200","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,110,175,142.5,11,0,0,1,0,0,0,"data scientist","na"
"Data Engineer 5 - Contract (Remote)",4.2,"UT","10000+","Nonprofit Organization","Religious Organizations","Non-Profit","-1",0,74,140,107,-1,0,1,0,0,0,0,"data engineer","M"
"Senior Scientist - Neuroscience",3.5,"MA","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Shire, GlaxoSmithKline, Allergan",0,100,190,145,11,1,1,0,0,0,0,"other scientist","P"
"Senior Data Analyst",2.9,"VA","201 - 500","Nonprofit Organization","Colleges & Universities","Education","Ellucian, Parchment, College Board",0,43,80,61.5,28,1,1,1,0,0,1,"analyst","M"
"Medical Lab Scientist",3.6,"PA","5001 - 10000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",1,35,49,42,4,0,0,0,0,0,0,"other scientist","na"
"Risk and Analytics IT, Data Scientist",2.7,"WI","51 - 200","Government","Investment Banking & Asset Management","Finance","-1",0,91,149,120,70,1,0,1,0,0,1,"data scientist","na"
"Scientist, Analytical Development",4.4,"MA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,42,82,62,8,0,0,0,0,0,0,"other scientist","P"
"Senior Data Scientist",4,"CA","5001 - 10000","Company - Public","Computer Hardware & Software","Information Technology","-1",0,116,185,150.5,39,1,0,1,1,0,0,"data scientist","P"
"Analytics Manager",4.3,"MI","201 - 500","Company - Private","Advertising & Marketing","Business Services","-1",0,59,116,87.5,54,0,1,1,0,0,1,"Data scientist project manager","na"
"Data Engineer",4.2,"FL","51 - 200","Company - Public","Advertising & Marketing","Business Services","Linqia, Collective Bias",0,48,95,71.5,15,1,1,1,0,1,0,"data engineer","na"
"Digital Marketing & ECommerce Data Analyst",3.6,"CA","51 - 200","Subsidiary or Business Segment","Department, Clothing, & Shoe Stores","Retail","-1",0,31,72,51.5,15,0,1,0,0,0,0,"analyst","na"
"Sr. Scientist - Digital & Image Analysis/Computational Pathology",3.7,"CA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,105,198,151.5,240,0,1,0,0,0,0,"other scientist","M"
"Senior Data Analyst",2.8,"NJ","201 - 500","Company - Private","IT Services","Information Technology","-1",0,55,100,77.5,7,1,1,1,0,0,1,"analyst","na"
"Principal Scientist - Immunologist",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,98,182,140,240,0,1,0,0,0,0,"other scientist","M"
"Senior Data Scientist",3.3,"NJ","1001 - 5000","Company - Private","Insurance Carriers","Insurance","Arbella Insurance, Safety Insurance",0,73,124,98.5,39,0,1,1,1,0,0,"data scientist","M"
"Principal Data Scientist with over 10 years experience",-1,"CA","51 - 200","Company - Private","IT Services","Information Technology","-1",0,200,250,225,4,1,1,0,0,1,1,"data scientist","na"
"MED TECH/LAB SCIENTIST - LABORATORY",3.6,"DE","1001 - 5000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",1,43,70,56.5,86,0,0,0,0,0,0,"other scientist","na"
"Sr. Scientist, Quantitative Translational Sciences",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,117,206,161.5,240,0,0,0,0,0,0,"other scientist","M"
"Sr. Data Scientist II",3.4,"NY","1001 - 5000","Company - Public","Insurance Carriers","Insurance","-1",0,111,183,147,73,1,0,1,0,1,0,"data scientist","na"
"Excel / VBA / SQL Data Analyst",4.1,"MO","501 - 1000","Company - Private","Energy","Oil, Gas, Energy & Utilities","-1",0,44,78,61,60,0,1,1,0,0,0,"analyst","M"
"Machine Learning Research Scientist",2.6,"PA","501 - 1000","College / University","Colleges & Universities","Education","-1",0,81,159,120,37,1,0,0,0,0,0,"machine learning engineer","P"
"VP, Data Science",3.2,"AZ","1001 - 5000","Company - Public","Lending","Finance","Nationstar Mortgage, Caliber Funding, Quicken Loans",0,83,166,124.5,13,1,1,1,0,0,0,"data scientist","na"
"Senior Data Scientist",3.9,"CA","51 - 200","Company - Private","Financial Analytics & Research","Finance","-1",0,114,182,148,12,1,0,0,0,0,0,"data scientist","M"
"Radar Data Analyst",4.7,"AL","51 - 200","Company - Private","Aerospace & Defense","Aerospace & Defense","Torch Technologies, American Systems",0,42,76,59,25,1,1,0,0,0,0,"analyst","na"
"PL Actuarial-Lead Data Scientist",3.7,"MA","5001 - 10000","Company - Public","Insurance Carriers","Insurance","-1",0,114,179,146.5,169,1,1,1,1,0,0,"data scientist","M"
"PV Scientist",2.9,"MA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,60,123,91.5,-1,0,1,0,0,0,0,"other scientist","P"
"Senior Data & Machine Learning Scientist",3,"IL","501 - 1000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,100,166,133,6,1,0,1,0,1,0,"machine learning engineer","P"
"Principal Data Scientist (Computational Chemistry)",4.7,"UT","51 - 200","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,108,173,140.5,8,1,0,0,0,1,0,"data scientist","na"
"Data Engineer",3.7,"LA","501 - 1000","Company - Private","Computer Hardware & Software","Information Technology","-1",0,48,93,70.5,-1,0,1,1,0,0,0,"data engineer","na"
"Principal Scientist, Chemistry & Immunology",3.3,"NY","10000+","Hospital","Health Care Services & Hospitals","Health Care","-1",0,54,115,84.5,7,0,0,0,0,0,0,"other scientist","P"
"Software Engineer - Data Visualization",4,"MD","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","-1",0,60,127,93.5,19,0,1,0,0,0,0,"na","M"
"Scientist/Senior Scientist, Autoimmune",4.4,"MA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,90,179,134.5,8,0,0,0,0,0,0,"other scientist","P"
"Staff Machine Learning Engineer",3.9,"CA","201 - 500","Company - Private","Internet","Information Technology","FLURRY, Chartboost",0,138,224,181,14,1,0,1,0,0,0,"machine learning engineer","na"
"Principal Scientist, Hematology",3.3,"NY","10000+","Hospital","Health Care Services & Hospitals","Health Care","-1",0,54,115,84.5,7,0,0,0,0,0,0,"other scientist","P"
"Lead Data Engineer",4.1,"CA","51 - 200","Company - Private","Internet","Information Technology","Credit Karma, LendUp, SoFi",0,190,220,205,11,1,0,1,0,1,0,"data engineer","na"
"Marketing Data Analyst",3.6,"CA","1001 - 5000","Company - Private","Gambling","Arts, Entertainment & Recreation","-1",0,35,62,48.5,35,0,1,1,1,0,1,"analyst","M"
"Medical Laboratory Scientist",4,"TX","1001 - 5000","Hospital","Health Care Services & Hospitals","Health Care","-1",1,37,52,44.5,44,0,0,0,0,1,0,"other scientist","na"
"R&D Specialist/ Food Scientist",2.4,"IL","501 - 1000","Company - Private","Food & Beverage Manufacturing","Manufacturing","-1",0,39,66,52.5,-1,0,0,0,0,0,0,"other scientist","na"
"Senior Research Scientist-Machine Learning",2.6,"PA","501 - 1000","College / University","Colleges & Universities","Education","-1",0,81,167,124,37,0,0,0,0,0,0,"machine learning engineer","P"
"Analytics Manager - Data Mart",3.5,"CA","501 - 1000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",0,42,86,64,25,0,0,1,0,0,1,"Data scientist project manager","na"
"Sr. Data Engineer - Contract-to-Hire (Java)",3,"TN","10000+","Company - Private","Gas Stations","Retail","TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,69,127,98,63,1,0,1,0,0,0,"data engineer","M"
"MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB",3.6,"DE","1001 - 5000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",1,43,70,56.5,86,0,0,0,0,0,0,"other scientist","na"
"Food Scientist - Developer",3.3,"WI","501 - 1000","Company - Private","Food & Beverage Manufacturing","Manufacturing","-1",0,40,68,54,57,0,0,0,0,0,0,"other scientist","na"
"Staff Scientist-Downstream Process Development",2.7,"MD","201 - 500","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,49,113,81,60,0,1,0,0,0,0,"other scientist","P"
"Sr. Data Engineer",3.4,"IL","1001 - 5000","Company - Public","Transportation Management","Transportation & Logistics","C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,75,140,107.5,16,0,0,1,0,0,0,"data engineer","na"
"Data Scientist - Quantitative",3.8,"IL","501 - 1000","Company - Private","Logistics & Supply Chain","Transportation & Logistics","-1",0,86,139,112.5,26,1,1,1,0,1,0,"data scientist","M"
"Data Scientist",3.7,"VA","10000+","Company - Public","Aerospace & Defense","Aerospace & Defense","Boeing, Northrop Grumman, Raytheon",0,66,112,89,26,1,1,1,0,0,1,"data scientist","na"
"Senior Research Statistician- Data Scientist",4.8,"WI","1001 - 5000","Company - Private","Insurance Carriers","Insurance","-1",0,76,125,100.5,96,0,0,0,1,0,0,"data scientist","M"
"Business Data Analyst, SQL",3.8,"NY","1001 - 5000","Company - Private","Travel Agencies","Travel & Tourism","Expedia Group, Orbitz Worldwide, Priceline.com",0,44,86,65,19,0,1,1,0,0,1,"analyst","na"
"Medical Technologist / Clinical Laboratory Scientist",3.4,"LA","10000+","Government","Federal Agencies","Government","-1",1,31,52,41.5,91,0,0,0,0,0,0,"other scientist","M"
"Data Scientist",4.3,"TX","201 - 500","Subsidiary or Business Segment","Consulting","Business Services","-1",0,53,92,72.5,22,1,1,1,0,1,1,"data scientist","M"
"Senior Data Analyst",4.8,"FL","501 - 1000","Company - Private","Security Services","Business Services","-1",0,44,78,61,11,1,1,1,0,0,0,"analyst","M"
"BI & Platform Analytics Manager",3.4,"NJ","1001 - 5000","Company - Public","Consumer Products Manufacturing","Manufacturing","-1",0,85,134,109.5,175,1,1,0,0,0,1,"Data scientist project manager","M"
"Data Engineer",3.9,"MA","51 - 200","Company - Private","Internet","Information Technology","-1",0,59,110,84.5,16,1,0,1,0,0,0,"data engineer","na"
"Data Scientist",3.4,"IL","51 - 200","Company - Private","Advertising & Marketing","Business Services","-1",0,64,111,87.5,29,0,0,1,1,0,0,"data scientist","na"
"Data Analyst",3.1,"CA","1001 - 5000","Company - Public","Video Games","Media","Blizzard Entertainment, Riot Games, Electronic Arts",0,65,120,92.5,24,1,1,1,0,0,1,"analyst","na"
"Associate Data Scientist/Computer Scientist",3.2,"VA","5001 - 10000","Nonprofit Organization","Federal Agencies","Government","Battelle, General Atomics, SAIC",0,60,103,81.5,63,1,0,0,0,0,0,"data scientist","na"
"Business Intelligence Analyst / Developer",4.3,"OH","1001 - 5000","Company - Private","Trucking","Transportation & Logistics","Old Dominion Freight, Pitt Ohio Express",0,53,105,79,40,0,0,1,0,0,0,"analyst","na"
"Lead Data Scientist",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,124,204,164,170,1,0,1,0,1,0,"data scientist","P"
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"CA","10000+","Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,131,207,169,45,1,1,1,0,0,0,"data scientist","P"
"Senior Data Scientist",3.8,"CA","5001 - 10000","Company - Public","Telecommunications Services","Telecommunications","-1",0,110,174,142,25,1,1,0,0,1,0,"data scientist","P"
"Data Analyst",2.8,"CA","501 - 1000","Nonprofit Organization","Social Assistance","Non-Profit","-1",0,33,62,47.5,-1,0,1,0,0,0,0,"analyst","na"
"Pricipal Scientist Molecular and cellular biologist",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,52,101,76.5,240,0,1,0,0,0,0,"other scientist","P"
"Data Analyst",3.4,"CA","51 - 200","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,48,90,69,8,1,1,1,0,0,1,"analyst","na"
"Data Analyst",4,"ID","201 - 500","Company - Private","Computer Hardware & Software","Information Technology","-1",0,34,64,49,37,1,1,1,0,0,1,"analyst","na"
"Staff Data Scientist",3.5,"CA","10000+","Company - Public","Computer Hardware & Software","Information Technology","Seagate Technology, Toshiba",0,132,211,171.5,51,1,0,1,0,1,0,"data scientist","M"
"Data Scientist (Actuary, FSA or ASA)",3.8,"MD","501 - 1000","Company - Private","Insurance Carriers","Insurance","-1",0,81,133,107,40,1,1,1,0,0,1,"data scientist","M"
"System and Data Analyst",3.7,"NJ","201 - 500","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,42,76,59,25,0,1,0,0,0,0,"analyst","M"
"Data Scientist",3.5,"IN","201 - 500","Company - Private","IT Services","Information Technology","-1",0,66,111,88.5,2,0,0,0,0,1,0,"data scientist","M"
"Data Engineer 5 - Contract (Remote)",4.2,"UT","10000+","Nonprofit Organization","Religious Organizations","Non-Profit","-1",0,74,140,107,-1,0,1,0,0,0,0,"data engineer","M"
"Digital Health Data Scientist",4,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,63,110,86.5,172,1,1,0,0,1,0,"data scientist","na"
"Data Scientist",4.3,"KY","51 - 200","Nonprofit Organization","Logistics & Supply Chain","Transportation & Logistics","-1",0,63,105,84,86,1,1,1,0,0,1,"data scientist","M"
"Data & Analytics Consultant (NYC)",4.7,"NY","201 - 500","Company - Private","Consulting","Business Services","-1",0,91,138,114.5,29,1,1,1,0,0,1,"data analitics","M"
"Senior Scientist - Neuroscience",3.5,"MA","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Shire, GlaxoSmithKline, Allergan",0,100,190,145,11,1,1,0,0,0,0,"other scientist","P"
"Data Engineer",4.4,"TN","1001 - 5000","Company - Public","Internet","Information Technology","See Tickets, TicketWeb, Vendini",0,62,114,88,15,1,1,1,0,1,0,"data engineer","na"
"Big Data Engineer - Chicago - Future Opportunity",4.1,"IL","501 - 1000","Company - Private","Internet","Information Technology","Mediaocean, The Trade Desk, MediaMath",0,71,129,100,20,1,0,1,0,1,0,"data engineer","na"
"Senior Data Analyst",2.9,"VA","201 - 500","Nonprofit Organization","Colleges & Universities","Education","Ellucian, Parchment, College Board",0,43,80,61.5,28,1,1,1,0,0,1,"analyst","M"
"Data Scientist",2.5,"OR","1001 - 5000","Company - Public","Advertising & Marketing","Business Services","Nielsen, Hitwise, Coremetrics",0,74,119,96.5,22,1,0,1,0,0,0,"data scientist","na"
"Survey Data Analyst",4.2,"MN","201 - 500","Company - Private","Consulting","Business Services","Mercer, Korn Ferry, Integrated Healthcare Strategies",0,55,97,76,29,1,1,1,0,0,0,"analyst","na"
"Data Scientist",3.9,"NY","1001 - 5000","Company - Private","Research & Development","Business Services","-1",0,15,16,15.5,55,0,1,0,0,0,0,"data scientist","na"
"Data Scientist",4.3,"TX","1 - 50","Company - Private","Advertising & Marketing","Business Services","-1",0,61,106,83.5,11,1,1,1,0,0,0,"data scientist","na"
"Risk and Analytics IT, Data Scientist",2.7,"WI","51 - 200","Government","Investment Banking & Asset Management","Finance","-1",0,91,149,120,70,1,0,1,0,0,1,"data scientist","na"
"Data Scientist",3.9,"CA","10000+","Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,127,199,163,45,0,1,1,1,0,0,"data scientist","M"
"Lead Health Data Analyst - Front End",3.4,"RI","501 - 1000","Nonprofit Organization","Insurance Carriers","Insurance","UnitedHealth Group",0,74,126,100,82,0,0,1,1,1,0,"analyst","na"
"Research Scientist",3.8,"NE","1001 - 5000","Nonprofit Organization","Social Assistance","Non-Profit","Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",0,33,72,52.5,104,0,1,0,0,0,0,"other scientist","P"
"Medical Lab Scientist",3.6,"PA","5001 - 10000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",1,35,49,42,4,0,0,0,0,0,0,"other scientist","na"
"Junior Data Analyst",3.3,"DC","501 - 1000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",0,37,63,50,138,0,1,1,0,0,1,"analyst","M"
"SQL Data Engineer",3.4,"TX","201 - 500","Company - Private","Consulting","Business Services","-1",0,67,119,93,15,1,0,1,0,1,1,"data engineer","M"
"Data Scientist",3,"OH","1001 - 5000","Company - Private","Insurance Agencies & Brokerages","Insurance","-1",0,72,117,94.5,134,1,0,1,1,0,0,"data scientist","na"
"Senior Data Scientist",4,"CA","5001 - 10000","Company - Public","Computer Hardware & Software","Information Technology","-1",0,116,185,150.5,39,1,0,1,1,0,0,"data scientist","P"
"Data Scientist",3.7,"NC","1001 - 5000","Company - Public","Insurance Carriers","Insurance","MetLife, Northwestern Mutual, Prudential",0,78,126,102,17,1,1,1,1,1,1,"data scientist","M"
"Scientist, Analytical Development",4.4,"MA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,42,82,62,8,0,0,0,0,0,0,"other scientist","P"
"Analytics Manager",4.3,"MI","201 - 500","Company - Private","Advertising & Marketing","Business Services","-1",0,59,116,87.5,54,0,1,1,0,0,1,"Data scientist project manager","na"
"Clinical Data Scientist",4,"CT","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,63,105,84,172,0,1,0,0,1,0,"data scientist","M"
"Data Scientist",4,"VA","501 - 1000","Company - Private","Enterprise Software & Network Solutions","Information Technology","Leidos, CACI International, Booz Allen Hamilton",0,109,177,143,9,1,0,0,0,1,0,"data scientist","na"
"Sr. Data Scientist, Cyber-Security LT Contract",3.2,"PA","1 - 50","Company - Private","Staffing & Outsourcing","Business Services","-1",0,116,194,155,-1,1,1,0,0,1,0,"data scientist","M"
"Data Engineer",4.2,"FL","51 - 200","Company - Public","Advertising & Marketing","Business Services","Linqia, Collective Bias",0,48,95,71.5,15,1,1,1,0,1,0,"data engineer","na"
"Data Scientist",3.9,"CA","51 - 200","Company - Private","Insurance Carriers","Insurance","-1",0,83,133,108,21,1,0,1,1,0,0,"data scientist","M"
"Sr. Scientist - Digital & Image Analysis/Computational Pathology",3.7,"CA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,105,198,151.5,240,0,1,0,0,0,0,"other scientist","M"
"Digital Marketing & ECommerce Data Analyst",3.6,"CA","51 - 200","Subsidiary or Business Segment","Department, Clothing, & Shoe Stores","Retail","-1",0,31,72,51.5,15,0,1,0,0,0,0,"analyst","na"
"Principal Scientist - Immunologist",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,98,182,140,240,0,1,0,0,0,0,"other scientist","M"
"Senior Data Analyst",2.8,"NJ","201 - 500","Company - Private","IT Services","Information Technology","-1",0,55,100,77.5,7,1,1,1,0,0,1,"analyst","na"
"Insurance Financial Data Analyst",4.2,"ID","501 - 1000","Company - Private","Investment Banking & Asset Management","Finance","-1",0,45,82,63.5,17,0,1,1,0,0,0,"analyst","na"
"Data Scientist",4,"CA","1 - 50","Company - Private","IT Services","Information Technology","-1",0,83,135,109,-1,1,0,1,0,0,1,"data scientist","na"
"Data Scientist",3.5,"TN","5001 - 10000","Company - Public","Aerospace & Defense","Aerospace & Defense","-1",0,70,122,96,171,1,0,0,0,0,0,"data scientist","M"
"Principal Data Scientist with over 10 years experience",-1,"CA","51 - 200","Company - Private","IT Services","Information Technology","-1",0,200,250,225,4,1,1,0,0,1,1,"data scientist","na"
"Data Engineer",3.2,"CA","1001 - 5000","Company - Public","Lending","Finance","Nationstar Mortgage, Caliber Funding, Quicken Loans",0,70,132,101,13,1,1,1,0,1,1,"data engineer","na"
"Senior Data Scientist",3.3,"NJ","1001 - 5000","Company - Private","Insurance Carriers","Insurance","Arbella Insurance, Safety Insurance",0,73,124,98.5,39,0,1,1,1,0,0,"data scientist","M"
"Data Engineer I - Azure",3.9,"IA","1001 - 5000","Company - Private","Industrial Manufacturing","Manufacturing","Caterpillar, John Deere, CNH Industrial",0,54,101,77.5,73,0,1,1,0,0,0,"data engineer","na"
"Sr. Scientist, Quantitative Translational Sciences",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,117,206,161.5,240,0,0,0,0,0,0,"other scientist","M"
"MED TECH/LAB SCIENTIST - LABORATORY",3.6,"DE","1001 - 5000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",1,43,70,56.5,86,0,0,0,0,0,0,"other scientist","na"
"Sr. Data Scientist II",3.4,"NY","1001 - 5000","Company - Public","Insurance Carriers","Insurance","-1",0,111,183,147,73,1,0,1,0,1,0,"data scientist","na"
"Data Scientist",3.5,"CA","10000+","Company - Public","IT Services","Information Technology","Infosys, Accenture, Capgemini",0,68,112,90,24,1,1,1,0,0,1,"data scientist","na"
"Information Security Data Analyst",4.3,"NJ","501 - 1000","Company - Public","Banks & Credit Unions","Finance","-1",0,42,74,58,119,0,0,1,0,1,0,"analyst","na"
"Excel / VBA / SQL Data Analyst",4.1,"MO","501 - 1000","Company - Private","Energy","Oil, Gas, Energy & Utilities","-1",0,44,78,61,60,0,1,1,0,0,0,"analyst","M"
"Machine Learning Research Scientist",2.6,"PA","501 - 1000","College / University","Colleges & Universities","Education","-1",0,81,159,120,37,1,0,0,0,0,0,"machine learning engineer","P"
"Data Scientist",3.6,"NY","1001 - 5000","Company - Public","Auctions & Galleries","Retail","-1",0,95,161,128,277,1,0,0,0,0,0,"data scientist","na"
"Data Scientist",3.5,"OR","1001 - 5000","Company - Private","Banks & Credit Unions","Finance","-1",0,75,124,99.5,69,1,1,1,0,1,1,"data scientist","na"
"Data Scientist",3.6,"MI","1001 - 5000","Company - Private","Real Estate","Real Estate","-1",0,72,120,96,24,1,0,1,1,0,0,"data scientist","M"
"Data Scientist",2.3,"DC","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,76,126,101,18,1,1,1,0,0,1,"data scientist","M"
"Senior Data Scientist",3.9,"CA","51 - 200","Company - Private","Financial Analytics & Research","Finance","-1",0,114,182,148,12,1,0,0,0,0,0,"data scientist","M"
"Data Scientist, Senior",4,"VA","501 - 1000","Company - Private","Enterprise Software & Network Solutions","Information Technology","Leidos, CACI International, Booz Allen Hamilton",0,108,176,142,9,1,0,1,0,1,0,"data scientist","na"
"Senior Data Scientist",4.1,"CA","1 - 50","Company - Private","K-12 Education","Education","-1",0,130,208,169,14,0,1,1,1,1,1,"data scientist","M"
"VP, Data Science",3.2,"AZ","1001 - 5000","Company - Public","Lending","Finance","Nationstar Mortgage, Caliber Funding, Quicken Loans",0,83,166,124.5,13,1,1,1,0,0,0,"data scientist","na"
"Radar Data Analyst",4.7,"AL","51 - 200","Company - Private","Aerospace & Defense","Aerospace & Defense","Torch Technologies, American Systems",0,42,76,59,25,1,1,0,0,0,0,"analyst","na"
"CONSULTANT– DATA ANALYTICS GROUP",4.2,"CA","51 - 200","Company - Private","Consulting","Business Services","-1",0,37,68,52.5,34,1,0,1,0,0,0,"data analitics","na"
"Data Engineer",4.6,"TX","501 - 1000","Company - Private","IT Services","Information Technology","-1",0,52,99,75.5,39,0,0,1,0,0,1,"data engineer","na"
"Senior Data Scientist",3.7,"NY","10000+","Company - Public","Insurance Agencies & Brokerages","Insurance","Munich Re, Hannover RE, SCOR",0,105,173,139,158,1,1,1,0,0,0,"data scientist","M"
"Data Engineer, Data Engineering and Artifical Intelligence",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,71,134,102.5,240,1,1,1,0,1,1,"data engineer","na"
"Staff Scientist",4.4,"SC","201 - 500","Company - Private","Architectural & Engineering Services","Business Services","McKim and Creed, CDM Smith, Kimley-Horn",0,39,82,60.5,92,0,0,0,0,0,0,"other scientist","na"
"PL Actuarial-Lead Data Scientist",3.7,"MA","5001 - 10000","Company - Public","Insurance Carriers","Insurance","-1",0,114,179,146.5,169,1,1,1,1,0,0,"data scientist","M"
"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",3.9,"CA","10000+","Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,88,162,125,45,0,1,0,0,0,0,"other scientist","P"
"Sr. Data Analyst",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,60,102,81,170,1,0,1,0,0,1,"analyst","na"
"Senior Data & Machine Learning Scientist",3,"IL","501 - 1000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,100,166,133,6,1,0,1,0,1,0,"machine learning engineer","P"
"Program/Data Analyst",3.4,"DC","10000+","Subsidiary or Business Segment","IT Services","Information Technology","SAIC, Leidos, Northrop Grumman",0,55,99,77,25,0,1,1,0,0,1,"analyst","M"
"Data Engineer",4.1,"VA","5001 - 10000","Company - Public","Research & Development","Business Services","-1",0,67,117,92,53,0,0,1,0,0,0,"data engineer","na"
"Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab",3.8,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,92,150,121,25,0,0,0,0,0,0,"data scientist","na"
"Principal Data Engineer, Data Platform & Insights",4,"CA","5001 - 10000","Company - Public","Computer Hardware & Software","Information Technology","-1",0,116,209,162.5,39,1,1,1,0,0,0,"data engineer","na"
"RESEARCH SCIENTIST - BIOLOGICAL SAFETY",3.9,"TX","1001 - 5000","Nonprofit Organization","Research & Development","Business Services","Los Alamos National Laboratory, Battelle, SRI International",0,38,82,60,74,0,0,0,0,0,0,"other scientist","na"
